,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,eat_meat,drink_milk,sick_adults,sick_children,medical_services1,medical_services2,medical_services3,medical_services4,visit,no_times,water_wet_season1,water_wet_season2,water_wet_season3,water_wet_season4,water_wet_season5,important_wet_water,important_wet_water2,important_wet_water3,water_dry_season1,water_dry_season2,water_dry_season3,water_dry_season4,water_dry_season5,important_dry_water,important_dry_water2,important_dry_water3,hours_wet_season,hours_dry_season
2630,CH070,1111,29/11/14,Ilngwesi,ilngwesi,Sanga,Chumvi,baseline,NRT,1111,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2631,CH071,1110,29/11/14,Ilngwesi,ilngwesi,Sanga,Chumvi,baseline,NRT,1110,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,CH072,1109,29/11/14,Ilngwesi,ilngwesi,Sanga,Chumvi,baseline,NRT,1109,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2633,CH073,1108,29/11/14,Ilngwesi,ilngwesi,Sanga,Chumvi,baseline,NRT,1108,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2634,CH074,1107,29/11/14,Ilngwesi,ilngwesi,Sanga,Chumvi,baseline,NRT,1107,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2635,CH075,1106,29/11/14,Ilngwesi,ilngwesi,Sanga,Chumvi,baseline,NRT,1106,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2636,CH076,1105,29/11/14,Ilngwesi,ilngwesi,Sanga,Chumvi,baseline,NRT,1105,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2637,DC001,241,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Centre,baseline,NRT,241,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,DC002,240,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Centre,baseline,NRT,240,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,DC003,239,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Centre,baseline,NRT,239,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2640,DC004,238,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Centre,baseline,NRT,238,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,DC005,237,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Centre,baseline,NRT,237,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2642,DC006,236,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Centre,baseline,NRT,236,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2643,DC007,235,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Centre,baseline,NRT,235,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2644,DC008,234,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Centre,baseline,NRT,234,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2645,DC009,233,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Centre,baseline,NRT,233,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2646,DC010,232,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Centre,baseline,NRT,232,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2647,DJ011,231,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,231,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2648,DJ012,230,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,230,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2649,DJ013,229,19/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,229,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2650,DJ014,228,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,228,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2651,DJ015,227,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,227,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2652,DJ016,226,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,226,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2653,DJ017,225,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,225,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2654,DJ018,224,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,224,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2655,DJ019,223,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,223,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2656,DJ020,222,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,222,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2657,DJ021,221,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,221,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2658,DJ022,220,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,220,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2659,DJ023,219,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,219,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2660,DJ024,218,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,218,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2661,DJ025,217,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,217,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2662,DJ026,216,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,216,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2663,DJ027,215,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,215,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2664,DJ028,214,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,214,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2665,DJ029,213,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Daaba Juu,baseline,NRT,213,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2666,ET001,1104,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1104,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2667,ET002,1103,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1103,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2668,ET003,1102,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1102,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2669,ET004,1101,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1101,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2670,ET005,1100,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1100,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2671,ET006,1099,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1099,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2672,ET007,1098,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1098,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2673,ET008,1097,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1097,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2674,ET009,1096,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1096,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2675,ET010,1095,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1095,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2676,ET011,1094,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1094,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2677,ET012,1093,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1093,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2678,ET013,1092,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1092,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2679,ET014,1091,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1091,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2680,ET015,1090,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1090,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2681,ET016,1089,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1089,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2682,ET017,1088,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1088,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2683,ET018,1087,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1087,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2684,ET019,1086,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1086,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2685,ET020,1085,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ethi,baseline,NRT,1085,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2686,ET030,212,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,212,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2687,ET031,211,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,211,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2688,ET032,210,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,210,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2689,ET033,209,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,209,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2690,ET034,208,21/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,208,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2691,ET035,207,21/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,207,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2692,ET036,206,21/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,206,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,ET037,205,21/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,205,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2694,ET038,204,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,204,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2695,ET039,203,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,203,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2696,ET040,202,20/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,202,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2697,ET041,201,21/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,201,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2698,ET042,200,21/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,200,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2699,ET043,199,21/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,199,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2700,ET044,198,21/11/14,Nakuprat_Gotu,nakuprat,Gotu,Etop,baseline,NRT,198,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2701,GO001,197,21/11/14,Nakuprat_Gotu,gotu,Buji Dera,Gotu,baseline,NRT,197,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2702,GO002,196,19/11/14,Nakuprat_Gotu,gotu,Buji Dera,Gotu,baseline,NRT,196,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2703,GO003,195,21/11/14,Nakuprat_Gotu,gotu,Buji Dera,Gotu,baseline,NRT,195,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2704,GO004,194,21/11/14,Nakuprat_Gotu,gotu,Buji Dera,Gotu,baseline,NRT,194,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2705,GO005,193,21/11/14,Nakuprat_Gotu,gotu,Buji Dera,Gotu,baseline,NRT,193,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2706,GO006,192,19/11/14,Nakuprat_Gotu,gotu,Buji Dera,Gotu,baseline,NRT,192,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2707,GO007,191,19/11/14,Nakuprat_Gotu,gotu,Buji Dera,Gotu,baseline,NRT,191,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2708,GO008,190,19/11/14,Nakuprat_Gotu,gotu,Buji Dera,Gotu,baseline,NRT,190,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2709,GO009,189,20/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,189,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2710,GO010,188,23/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,188,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2711,GO011,187,19/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,187,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2712,GO012,186,22/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,186,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2713,GO013,185,23/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,185,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2714,GO014,184,23/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,184,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2715,GO015,183,23/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,183,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2716,GO016,182,23/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,182,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2717,GO017,181,23/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,181,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2718,GO018,180,22/11/14,Nakuprat_Gotu,gotu,Buji Dera,Gotu,baseline,NRT,180,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2719,GO019,179,21/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,179,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2720,GO020,178,20/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,178,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2721,GO021,177,20/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,177,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2722,GO022,176,20/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,176,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2723,GO023,175,21/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,175,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2724,GO024,174,21/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,174,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2725,GO025,173,21/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,173,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2726,GO026,172,22/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,172,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2727,GO027,171,22/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,171,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2728,GO028,170,22/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,170,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2729,GO029,169,23/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,169,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2730,GO030,168,24/11/14,Nakuprat_Gotu,gotu,Gotu,Gotu,baseline,NRT,168,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
