,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,eat_meat,drink_milk,sick_adults,sick_children,medical_services1,medical_services2,medical_services3,medical_services4,visit,no_times,water_wet_season1,water_wet_season2,water_wet_season3,water_wet_season4,water_wet_season5,important_wet_water,important_wet_water2,important_wet_water3,water_dry_season1,water_dry_season2,water_dry_season3,water_dry_season4,water_dry_season5,important_dry_water,important_dry_water2,important_dry_water3,hours_wet_season,hours_dry_season
547,lpus011,137,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,137,2,1,2,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,6,NA,0.33,8
548,lpus012,138,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,138,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,6,NA,0.33,8
549,lpus012,138,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,103,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,4
550,lpus012,103,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,138,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,6,NA,0.33,8
551,lpus012,103,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,103,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,4
552,lpus013,139,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,139,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,6,8,NA,0.41,8.5
553,lpus013,139,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,104,1,1,2,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,4
554,lpus013,104,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,139,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,6,8,NA,0.41,8.5
555,lpus013,104,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,104,1,1,2,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,4
556,lpus014,105,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,105,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,4
557,lpus014,105,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,140,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,10,NA,NA,NA,NA,NA,8,6,NA,0.25,5
558,lpus014,140,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,105,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,4
559,lpus014,140,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,140,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,10,NA,NA,NA,NA,NA,8,6,NA,0.25,5
560,lpus015,106,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,106,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,4
561,lpus015,106,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,141,2,1,2,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,6,8,NA,0.17,6
562,lpus015,141,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,106,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,4
563,lpus015,141,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,141,2,1,2,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,6,8,NA,0.17,6
564,lpus016,107,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,107,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,8
565,lpus016,107,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,142,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,6,8,NA,0.5,7
566,lpus016,142,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,107,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,8
567,lpus016,142,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,142,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,6,8,NA,0.5,7
568,lpus017,108,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,108,1,2,2,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,8
569,lpus017,108,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,143,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,10,NA,NA,NA,NA,NA,8,6,11,0.41,8
570,lpus017,143,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,108,1,2,2,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.5,8
571,lpus017,143,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,143,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,10,NA,NA,NA,NA,NA,8,6,11,0.41,8
572,lpus018,109,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,109,2,2,2,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,11,NA,0.33,8
573,lpus018,109,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,144,2,1,1,2,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,8,6,NA,0.25,6
574,lpus018,144,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,109,2,2,2,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,11,NA,0.33,8
575,lpus018,144,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,144,2,1,1,2,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,8,6,NA,0.25,6
576,lpus019,110,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,110,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,11,NA,0.33,8
577,lpus019,110,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,145,2,1,2,2,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,10,12,5,NA,NA,NA,NA,NA,8,6,11,0.33,9
578,lpus019,145,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,110,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,11,NA,0.33,8
579,lpus019,145,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,145,2,1,2,2,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,10,12,5,NA,NA,NA,NA,NA,8,6,11,0.33,9
580,lpus020,111,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,111,1,2,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,8,11,NA,0.33,8
581,lpus020,111,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,146,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,10,NA,NA,NA,NA,NA,8,6,NA,0.17,5
582,lpus020,146,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,111,1,2,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,8,11,NA,0.33,8
583,lpus020,146,19/11/15,meibae ,lodungokwe,lpus,kursenie,baseline,NRT,146,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,10,NA,NA,NA,NA,NA,8,6,NA,0.17,5
584,lpus021,147,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,147,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA
585,lpus021,147,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,112,1,1,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,11,NA,0.33,8
586,lpus021,112,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,147,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA
587,lpus021,112,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,112,1,1,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,11,NA,0.33,8
588,lpus022,148,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,148,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,8,6,NA,0.33,8
589,lpus022,148,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,113,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.75,6
590,lpus022,113,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,148,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,8,6,NA,0.33,8
591,lpus022,113,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,113,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.75,6
592,lpus023,114,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,114,1,1,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,2,NA,NA,NA,NA,NA,8,6,11,0.5,3
593,lpus023,114,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,149,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,6,8,NA,0.33,8
594,lpus023,149,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,114,1,1,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,2,NA,NA,NA,NA,NA,8,6,11,0.5,3
595,lpus023,149,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,149,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,6,8,NA,0.33,8
596,lpus024,115,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,115,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.75,4
597,lpus024,115,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,150,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,6,NA,0.25,9
598,lpus024,150,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,115,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.75,4
599,lpus024,150,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,150,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,6,NA,0.25,9
600,lpus025,151,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,151,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,10,NA,NA,NA,NA,NA,6,8,NA,0.83,7
601,lpus025,151,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,116,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.83,3
602,lpus025,116,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,151,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,10,NA,NA,NA,NA,NA,6,8,NA,0.83,7
603,lpus025,116,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,116,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.83,3
604,lpus026,117,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,117,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,1,4.5
605,lpus026,117,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,152,1,1,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,6,8,NA,0.83,7.5
606,lpus026,152,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,117,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,1,4.5
607,lpus026,152,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,152,1,1,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,6,8,NA,0.83,7.5
608,lpus027,118,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,118,1,1,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,11,NA,0.33,5
609,lpus027,118,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,153,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,6,NA,0.67,8
610,lpus027,153,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,118,1,1,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,11,NA,0.33,5
611,lpus027,153,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,153,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,6,NA,0.67,8
612,lpus028,119,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,119,1,1,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.33,2
613,lpus028,119,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,154,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,6,NA,0.5,8
614,lpus028,154,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,119,1,1,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.33,2
615,lpus028,154,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,154,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,6,NA,0.5,8
616,lpus029,155,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,155,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,6,NA,0.5,8
617,lpus029,155,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,120,1,1,2,2,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,10,11,0.33,4
618,lpus029,120,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,155,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,6,NA,0.5,8
619,lpus029,120,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,120,1,1,2,2,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,10,11,0.33,4
620,lpus030,121,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,121,1,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,10,11,0.41,2
621,lpus030,121,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,156,2,1,1,2,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,6,8,NA,0.25,7
622,lpus030,156,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,121,1,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,10,11,0.41,2
623,lpus030,156,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,156,2,1,1,2,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,6,8,NA,0.25,7
624,lpus031,122,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,122,1,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.75,4
625,lpus031,122,20/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,157,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,6,8,NA,0.67,8.5
626,lpus031,157,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,122,1,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,6,11,0.75,4
627,lpus031,157,20/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,157,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,6,8,NA,0.67,8.5
628,lpus032,123,21/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,123,1,1,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,11,NA,0,6
629,lpus032,123,21/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,158,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,8,6,NA,0.66,8.5
630,lpus032,158,21/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,123,1,1,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,12,NA,NA,NA,NA,NA,8,11,NA,0,6
631,lpus032,158,21/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,158,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,8,6,NA,0.66,8.5
632,lpus033,159,21/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,159,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,6,NA,0.33,8
633,lpus033,159,21/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,124,1,1,1,2,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,10,11,0,6
634,lpus033,124,21/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,159,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,6,NA,0.33,8
635,lpus033,124,21/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,124,1,1,1,2,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,10,11,0,6
636,lpus034,160,21/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,160,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,6,NA,0.5,8
637,lpus034,160,21/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,125,1,1,2,2,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,10,8,11,0,8
638,lpus034,125,21/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,160,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,6,NA,0.5,8
639,lpus034,125,21/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,125,1,1,2,2,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,10,8,11,0,8
640,lpus035,126,21/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,126,2,1,1,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,6,11,0.17,9
641,lpus035,126,21/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,161,1,1,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,12,10,NA,NA,NA,NA,NA,8,6,NA,0.33,8
642,lpus035,161,21/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,126,2,1,1,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,8,6,11,0.17,9
643,lpus035,161,21/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,161,1,1,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,12,10,NA,NA,NA,NA,NA,8,6,NA,0.33,8
644,ltirimlelesakui001,114,30/11/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,114,2,2,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,8,2,NA,0.5,2
645,ltirimlelesakui002,115,30/11/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,115,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,8,7,NA,NA,NA,NA,NA,7,8,NA,0.5,2
646,ltirimlelesakui003,116,30/11/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,116,1,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,7,8,NA,NA,NA,NA,NA,5,7,8,0.5,2
647,ltirimlelesakui004,117,01/12/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,117,1,2,1,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,2,8,NA,0.5,2
648,ltirimlelesakui005,118,01/12/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,118,2,2,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,7,5,NA,NA,NA,NA,NA,5,8,7,0.5,2
649,ltirimlelesakui006,119,01/12/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,119,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,7,8,NA,NA,NA,NA,NA,7,8,5,1,4
650,ltirimlelesakui007,120,02/12/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,120,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,7,5,NA,NA,NA,NA,NA,5,8,7,1,5
651,ltirimlelesakui008,121,02/12/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,121,2,2,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,7,5,8,NA,NA,NA,NA,NA,8,7,5,2,5
652,ltirimlelesakui009,122,04/12/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,122,2,2,2,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,5,7,8,NA,NA,NA,NA,NA,7,8,5,2,5
653,ltirimlelesakui010,123,03/12/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,123,2,2,1,1,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,8,5,7,NA,NA,NA,NA,NA,12,8,7,45 mns,1
654,ltirimlelesakui011,124,04/12/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,124,1,2,1,2,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,8,7,5,NA,NA,NA,NA,NA,12,4,8,20 mns,45 mns
655,ltirimlelesakui012,125,04/12/15,lekurruki,sieku,sieku,ltirimlelesakui,baseline,NRT,125,2,2,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,7,5,NA,NA,NA,NA,NA,5,7,8,1,3
656,ltuoro012,19,20/06/15,namunyak,ngilai,ngilai central,lturoto,baseline,NRT,19,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,5,NA,NA,NA,NA,5,NA,NA,1,2
657,ltuoro012,19,20/06/15,namunyak,ngilai,ngilai central,lturoto,baseline,NRT,19,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,5,NA,NA,NA,NA,5,NA,NA,1,2
658,lturoto001,8,19/06/15,namunyak,ngilai,ngilai central,lturoto,baseline,NRT,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.33,1
659,lturoto001,8,19/06/15,namunyak,ngilai,ngilai central,lturoto,baseline,NRT,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.33,1
660,lturoto002,9,19/06/15,namunyak,ngilai,ngilai central,lturoto,baseline,NRT,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.5,0.75
661,lturoto002,9,19/06/15,namunyak,ngilai,ngilai central,lturoto,baseline,NRT,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.5,0.75
