,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,grazing_plan,plan_helpful,quality_grazing,follow_plan,no_reason,no_reason1,no_reason2,no_reason3,no_reason4,no_reason5,wet_hhld_livestock_out_ccy,dry_hhld_livestock_out_ccy,wet_no_cattle,wet_no_shoats,wet_no_camels,dry_no_cattle,dry_no_shoats,dry_no_camels,wet_area1,wet_area2,wet_area3,wet_area4,wet_area5,other_wet,dry_area1,dry_area2,dry_area3,dry_area4,dry_area5,other_dry,wet_outside_livestock,dry_outside_livestock,wet_outside_times,dry_outside_times,wet_outside_no,dry_outside_no
2941,LA045,620,06/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,620,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,800
2942,LA045,620,06/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,754,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2943,LA045,754,21/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,620,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,800
2944,LA045,754,21/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,754,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2945,LA046,619,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,619,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2946,LA046,619,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,753,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2947,LA046,753,21/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,619,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2948,LA046,753,21/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,753,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2949,LA047,618,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,618,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,severally,NA,5000
2950,LA047,618,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,752,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,0,98
2951,LA047,752,21/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,618,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,severally,NA,5000
2952,LA047,752,21/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,752,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,0,98
2953,LA048,751,21/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,751,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2954,LA048,751,21/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,617,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,severally,NA,3000
2955,LA048,617,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,751,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2956,LA048,617,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,617,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,severally,NA,3000
2957,LA049,616,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,616,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2958,LA049,616,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,750,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2959,LA049,750,21/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,616,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2960,LA049,750,21/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,750,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2961,LA050,749,24/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,749,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2962,LA050,749,24/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,615,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,twice,NA,2000
2963,LA050,615,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,749,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2964,LA050,615,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,615,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,twice,NA,2000
2965,LA051,748,24/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,748,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2966,LA051,748,24/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,614,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,2000
2967,LA051,614,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,748,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,98
2968,LA051,614,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,614,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,2000
2969,LA052,747,20/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,747,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,10,NA,NA
2970,LA052,747,20/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,613,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,1300
2971,LA052,613,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,747,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,10,NA,NA
2972,LA052,613,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,613,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,1300
2973,LA053,746,24/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,746,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,10,NA,NA
2974,LA053,746,24/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,612,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,once,NA,2000
2975,LA053,612,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,746,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,10,NA,NA
2976,LA053,612,07/12/14,Melako,laisamis,Koya,Tirgamo,baseline,NRT,612,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,once,NA,2000
2977,LA054,611,30/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT,611,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,severally,NA,2000
2978,LA054,611,30/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT,745,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,10,NA,NA
2979,LA054,745,24/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,611,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,severally,NA,2000
2980,LA054,745,24/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,745,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,10,NA,NA
2981,LA055,610,29/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT,610,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,once,NA,2000
2982,LA056,609,29/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT,609,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,once,NA,3000
2983,LA057,608,29/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT,608,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,once,NA,2000
2984,LA058,607,30/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT,607,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,once,NA,2000
2985,LA059,606,30/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT,606,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,once,NA,2000
2986,LA060,605,29/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT,605,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,1200
2987,LA061,604,29/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT,604,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2988,LA062,603,29/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT,603,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2989,LA063,602,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,602,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2990,LA064,601,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,601,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2991,LA065,600,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,600,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2992,LA066,599,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,599,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2993,LA067,598,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,598,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2994,LA068,597,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,597,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,1500-2000
2995,LA069,596,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,596,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2996,LA070,595,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,595,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2997,LA071,594,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,594,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2998,LA072,593,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,593,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2999,LA073,592,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,592,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3000,LA074,591,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,591,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3001,LA075,590,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,590,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3002,LA076,589,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,589,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3003,LA077,588,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,588,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3004,LA078,587,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,587,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3005,LA079,586,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,586,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3006,LA080,585,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,585,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3007,LA081,584,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,584,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3008,LA082,583,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,583,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3009,LA083,582,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,582,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3010,LA084,581,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,581,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3011,LA085,580,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,580,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3012,LA086,579,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,579,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,1000-1400
3013,LA087,578,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,578,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3014,LA088,577,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,577,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3015,LA089,576,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,576,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3016,LA090,575,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,575,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3017,LA091,574,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,574,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3018,LA092,573,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT,573,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
3019,LD001,744,17/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,744,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,300,4000
3020,LD002,743,17/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,743,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,NA
3021,LD003,742,17/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,742,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,5000>
3022,LD004,741,17/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,741,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,3000
3023,LD005,740,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,740,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,2000>
3024,LD006,739,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,739,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,NA,5000>
3025,LD007,738,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,738,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,10,NA,1000>
3026,LD008,737,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,737,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,4000>
3027,LD009,736,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,736,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,NA,"300,000>"
3028,LD010,735,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,735,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,500,5000>
3029,LD011,734,20/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,734,98,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,NA,6000
3030,LD012,733,20/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,733,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,NA,400>
3031,LD013,732,21/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,732,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,NA,5000>
3032,LD014,731,21/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,731,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,4,NA,"10,000>"
3033,LD015,730,21/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT,730,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,5000>
