,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,grazing_plan,plan_helpful,quality_grazing,follow_plan,no_reason,no_reason1,no_reason2,no_reason3,no_reason4,no_reason5,wet_hhld_livestock_out_ccy,dry_hhld_livestock_out_ccy,wet_no_cattle,wet_no_shoats,wet_no_camels,dry_no_cattle,dry_no_shoats,dry_no_camels,wet_area1,wet_area2,wet_area3,wet_area4,wet_area5,other_wet,dry_area1,dry_area2,dry_area3,dry_area4,dry_area5,other_dry,wet_outside_livestock,dry_outside_livestock,wet_outside_times,dry_outside_times,wet_outside_no,dry_outside_no
772,Lussen005,318,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,318,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,20,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,NA,3,NA
773,Lussen006,272,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,272,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,26,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,8,NA
774,Lussen006,272,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,319,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,11,4,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,3,NA
775,Lussen006,319,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,272,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,26,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,8,NA
776,Lussen006,319,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,319,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,11,4,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,3,NA
777,Lussen007,273,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,273,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,9,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,7,NA
778,Lussen007,273,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,320,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,40,4,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,3,NA
779,Lussen007,320,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,273,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,9,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,7,NA
780,Lussen007,320,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,320,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,40,4,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,3,NA
781,Lussen008,321,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,321,2,2,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,31,3,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,5,NA
782,Lussen008,321,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,274,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,10,28,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,9,NA
783,Lussen008,274,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,321,2,2,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,31,3,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,5,NA
784,Lussen008,274,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,274,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,10,28,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,9,NA
785,Lussen009,275,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,275,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,18,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,9,NA
786,Lussen009,275,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,322,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,12,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,6,NA
787,Lussen009,322,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,275,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,18,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,9,NA
788,Lussen009,322,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,322,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,12,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,6,NA
789,Lussen010,323,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,323,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,8,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,3,NA
790,Lussen010,323,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,10,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,9,NA
791,Lussen010,276,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,323,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,8,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,3,NA
792,Lussen010,276,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,10,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,9,NA
793,Lussen011,324,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,324,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,30,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,5,NA
794,Lussen011,324,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,277,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,6,24,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,8,NA
795,Lussen011,277,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,324,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,30,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,5,NA
796,Lussen011,277,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,277,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,6,24,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,8,NA
797,Lussen012,278,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,278,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,14,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,6,NA
798,Lussen012,278,16/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,325,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,36,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,5,NA
799,Lussen012,325,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,278,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,14,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,6,NA
800,Lussen012,325,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,325,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,36,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,5,NA
801,Lussen013,326,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,326,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,22,3,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,3,NA
802,Lussen013,326,16/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,279,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,10,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,8,NA
803,Lussen013,279,17/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,326,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,22,3,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,3,NA
804,Lussen013,279,17/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,279,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,10,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,8,NA
805,Lussen014,327,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,327,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,6,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,9,NA
806,Lussen014,327,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,280,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,4,NA,3,NA,NA,NA,NA,NA,1,3,6,NA,NA,Turkana,2,1,1,NA,8,NA
807,Lussen014,280,17/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,327,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,6,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,9,NA
808,Lussen014,280,17/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,280,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,4,NA,3,NA,NA,NA,NA,NA,1,3,6,NA,NA,Turkana,2,1,1,NA,8,NA
809,Lussen015,328,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,328,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,12,47,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,9,NA
810,Lussen015,328,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,281,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,14,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,10,NA
811,Lussen015,281,17/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,328,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,12,47,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,9,NA
812,Lussen015,281,17/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,281,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,14,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,10,NA
813,Lussen016,282,17/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,282,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,NA,1,NA,1
814,Lussen016,282,17/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,329,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,60,6,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,4,NA
815,Lussen016,329,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,282,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,NA,1,NA,1
816,Lussen016,329,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,329,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,60,6,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,4,NA
817,Lussen017,330,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,330,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,15,51,14,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,7,NA
818,Lussen017,330,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,283,2,1,4,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,30,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,8,NA
819,Lussen017,283,17/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,330,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,15,51,14,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,7,NA
820,Lussen017,283,17/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,283,2,1,4,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,30,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,8,NA
821,Lussen018,331,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,331,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,44,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,2,NA
822,Lussen018,331,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,284,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,34,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,7,NA
823,Lussen018,284,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,331,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,44,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,2,NA
824,Lussen018,284,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,284,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,34,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,7,NA
825,Lussen019,332,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,332,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,31,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,7,NA
826,Lussen019,332,17/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,285,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,3,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,9,NA
827,Lussen019,285,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,332,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,31,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,7,NA
828,Lussen019,285,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,285,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,3,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,9,NA
829,Lussen020,333,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,333,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,13,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,6,NA
830,Lussen020,333,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,286,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
831,Lussen020,286,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,333,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,13,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,6,NA
832,Lussen020,286,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,286,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,5,1,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
833,Lussen021,334,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,334,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,48,2,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,5,NA
834,Lussen021,334,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,287,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,14,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,6,NA
835,Lussen021,287,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,334,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,48,2,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,5,NA
836,Lussen021,287,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,287,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,14,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,6,NA
837,Lussen022,335,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,335,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,22,2,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,2,NA
838,Lussen022,335,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,288,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,17,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,11,NA
839,Lussen022,288,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,335,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,22,2,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,2,NA
840,Lussen022,288,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,288,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,17,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,11,NA
841,Lussen023,289,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,289,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,42,NA,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,1,1,NA,6,NA
842,Lussen023,289,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,336,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,20,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,3,NA
843,Lussen023,336,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,289,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,42,NA,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,1,1,NA,6,NA
844,Lussen023,336,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,336,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,20,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,3,NA
845,Lussen024,337,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,337,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,18,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,7,NA
846,Lussen024,337,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,290,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,26,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,1,2,1,NA,3,NA
847,Lussen024,290,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,337,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,18,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,7,NA
848,Lussen024,290,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,290,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,26,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,1,2,1,NA,3,NA
849,Lussen025,291,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,291,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,22,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,7,NA
850,Lussen025,291,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,338,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,41,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,6,NA
851,Lussen025,338,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,291,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,22,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,7,NA
852,Lussen025,338,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,338,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,41,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,6,NA
853,Lussen026,339,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,339,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,27,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,4,NA
854,Lussen026,339,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,292,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,14,70,14,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,3,NA
855,Lussen026,292,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,339,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,27,NA,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,4,NA
856,Lussen026,292,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,292,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,14,70,14,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,3,NA
857,Lussen027,293,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,293,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,40,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,7,NA
858,Lussen027,293,18/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,340,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,15,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,7,NA
859,Lussen027,340,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,293,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,40,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,7,NA
860,Lussen027,340,18/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,340,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,15,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,7,NA
861,Lussen028,341,19/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,341,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,14,54,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,10,NA
862,Lussen028,341,19/11/15,meibae ,Nkaroni,Nkaroni,Ndikir,baseline,NRT,294,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,7,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,sunya,2,1,1,NA,9,NA
863,Lussen028,294,19/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,341,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,14,54,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,10,NA
864,Lussen028,294,19/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,294,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,7,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,sunya,2,1,1,NA,9,NA
865,Lussen029,295,19/11/15,meibae ,Nkaroni,Nkaroni,Narokwe,baseline,NRT,295,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,8,1,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,12,NA
